File,Issue,Date,Details
2017507,Gantry,21/7/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,22/7/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,23/7/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,24/7/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,25/7/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,26/7/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,27/7/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,28/7/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,29/7/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,30/7/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,31/7/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,1/8/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,2/8/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,3/8/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,4/8/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,5/8/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,6/8/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,7/8/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,8/8/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,9/8/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,10/8/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,11/8/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,12/8/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,13/8/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,14/8/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,15/8/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,16/8/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
2017507,Gantry,17/8/2023,"1) Removed the existing x-ray tube - OK 
2) Installed the new x-ray tube - OK 
3) Secure all cables and connection - OK 
4) Test scan done. All ok, performed full warm up - OK 
5) Performed If adjustment - OK 
6) Performed X-ray tube alignment - OK 
7) Performed NRA calibration - OK 
8) Image quality checked  - All OK 
9) QC test done - All pass OK 
10) EST done: i)Enclosure leakage: 7uA ii) Patient leakage: 0ua. } pass. 
11) System is in good working condition - OK"
